Date,Open,High,Low,Close,Adj Close,Volume
2022-07-06,72.500000,73.080002,72.070000,72.750000,70.319695,2072100
2022-07-07,72.000000,73.029999,71.669998,72.839996,70.406685,4068400
2022-07-08,73.029999,73.529999,72.489998,72.519997,70.097374,1923000
2022-07-11,72.809998,73.459999,72.389999,72.760002,70.329361,2879600
2022-07-12,72.989998,74.040001,72.440002,72.989998,70.551674,2794900
2022-07-13,73.019997,74.389999,72.650002,73.889999,71.421600,2729100
2022-07-14,72.599998,73.169998,72.070000,72.860001,70.426018,2792500
2022-07-15,73.190002,73.239998,72.160004,72.449997,70.029709,2229000
2022-07-18,72.290001,72.650002,71.570000,71.709999,69.314438,1434500
2022-07-19,72.110001,72.250000,71.480003,71.949997,69.546410,1815400
2022-07-20,71.980003,71.980003,70.190002,70.510002,68.154526,2437300
2022-07-21,70.209999,70.959999,69.860001,70.239998,67.893539,1661600
2022-07-22,70.389999,71.260002,70.309998,71.139999,68.763474,1543900
2022-07-25,71.089996,72.169998,70.870003,72.099998,69.691399,1631700
2022-07-26,71.510002,73.080002,71.250000,72.910004,70.474342,1871200
2022-07-27,72.480003,72.480003,70.370003,72.209999,69.797737,2307100
2022-07-28,72.070000,73.410004,71.750000,73.260002,70.812660,1846600
2022-07-29,73.000000,74.080002,72.580002,73.919998,71.450600,5239300
2022-08-01,74.000000,75.160004,73.660004,74.739998,72.243202,2842500
2022-08-02,74.900002,75.099998,73.739998,73.870003,71.402275,2132900
2022-08-03,73.500000,74.230003,73.250000,73.959999,71.489258,2040100
2022-08-04,74.849998,76.449997,73.540001,73.820000,71.353943,3503700
2022-08-05,74.209999,75.150002,73.349998,75.040001,72.533188,2550400
2022-08-08,74.800003,75.099998,74.419998,74.680000,72.185211,2047500
2022-08-09,75.000000,75.540001,74.919998,75.199997,72.687843,1415500
2022-08-10,75.250000,75.750000,74.849998,75.510002,72.987495,1932800
2022-08-11,75.400002,76.500000,75.309998,75.389999,72.871498,1355500
2022-08-12,75.440002,75.730003,75.070000,75.620003,73.093811,1417900
2022-08-15,75.669998,76.309998,75.330002,75.849998,73.316132,1360200
2022-08-16,75.599998,76.330002,75.449997,75.900002,73.364456,2655300
2022-08-17,75.970001,76.440002,75.690002,75.730003,73.200142,1585600
2022-08-18,75.589996,75.970001,75.160004,75.910004,73.374138,1493900
2022-08-19,76.080002,76.989998,75.809998,76.669998,74.108734,2584700
2022-08-22,76.639999,76.809998,75.300003,75.620003,73.093811,1879800
2022-08-23,75.540001,76.360001,75.400002,76.190002,73.644783,2013800
2022-08-24,76.300003,76.470001,75.879997,76.099998,73.557777,1594500
2022-08-25,75.809998,76.129997,75.430000,75.839996,73.306458,1757400
2022-08-26,76.029999,76.029999,73.830002,73.849998,71.382935,1806600
2022-08-29,73.599998,74.540001,73.239998,74.209999,71.730911,1276500
2022-08-30,74.160004,74.169998,73.010002,73.199997,70.754654,2029600
2022-08-31,72.589996,73.470001,72.160004,72.739998,70.881332,2823200
