Date,Open,High,Low,Close,Adj Close,Volume
2022-09-01,72.589996,73.629997,72.059998,73.339996,71.466003,2077300
2022-09-02,73.559998,74.320000,72.470001,72.699997,70.842354,1612400
2022-09-06,72.690002,73.239998,71.940002,72.269997,70.423340,2007900
2022-09-07,72.330002,73.290001,71.989998,73.169998,71.300346,1768900
2022-09-08,72.470001,72.629997,70.709999,71.750000,69.916626,3165200
2022-09-09,72.139999,72.760002,71.209999,72.059998,70.218712,2296200
2022-09-12,72.139999,72.790001,71.660004,72.639999,70.783890,2192800
2022-09-13,72.480003,72.860001,70.699997,70.820000,69.010391,2196400
2022-09-14,70.779999,71.279999,70.250000,70.510002,68.708321,2428200
2022-09-15,70.629997,70.699997,69.500000,70.339996,68.542656,2140200
2022-09-16,70.510002,71.160004,70.120003,71.080002,69.263756,5934800
2022-09-19,71.110001,71.489998,70.879997,71.480003,69.653534,1327600
2022-09-20,71.050003,71.639999,70.879997,71.470001,69.643784,2315700
2022-09-21,72.220001,74.089996,72.139999,72.910004,71.046989,2984900
2022-09-22,73.070000,74.110001,72.820000,73.610001,71.729103,2736600
2022-09-23,73.180000,73.739998,72.089996,73.040001,71.173668,2315800
2022-09-26,72.849998,73.519997,72.290001,72.930000,71.066483,2155300
2022-09-27,73.120003,74.000000,71.860001,72.000000,70.160240,2147400
2022-09-28,72.309998,73.080002,71.519997,72.739998,70.881332,2160200
2022-09-29,72.830002,72.870003,71.120003,71.519997,69.692505,1845000
2022-09-30,71.739998,71.940002,69.570000,69.660004,67.880035,2797000
2022-10-03,70.070000,71.320000,69.570000,71.070000,69.254005,2144700
2022-10-04,71.040001,72.519997,70.849998,72.120003,70.277184,2068200
2022-10-05,71.889999,72.330002,71.160004,71.889999,70.053047,1392200
2022-10-06,71.739998,71.779999,69.610001,70.040001,68.250328,1705100
2022-10-07,69.930000,70.349998,69.220001,69.650002,67.870293,1853700
2022-10-10,69.989998,70.919998,69.839996,70.849998,69.039627,2011400
2022-10-11,70.949997,72.510002,70.830002,71.959999,70.121269,1707500
2022-10-12,72.000000,72.949997,71.949997,72.029999,70.189476,1998800
2022-10-13,71.709999,73.410004,71.110001,73.150002,71.280869,1774000
2022-10-14,73.269997,73.959999,71.760002,71.980003,70.140755,1744000
2022-10-17,72.260002,72.650002,71.879997,72.220001,70.374619,1788100
2022-10-18,72.500000,73.529999,72.459999,73.489998,71.612160,1502700
2022-10-19,73.599998,74.089996,72.879997,73.580002,71.699867,1309500
2022-10-20,73.489998,73.559998,71.559998,71.760002,69.926376,1898300
2022-10-21,71.800003,72.860001,71.459999,72.239998,70.394104,1308600
2022-10-24,72.750000,73.750000,72.580002,73.160004,71.290604,1355800
2022-10-25,72.970001,74.309998,72.699997,74.089996,72.196838,1980100
2022-10-26,74.650002,75.080002,73.250000,73.849998,71.962967,2132200
2022-10-27,74.209999,75.919998,74.089996,75.269997,73.346680,2684900
2022-10-28,75.489998,76.989998,75.180000,76.790001,74.827850,2451300
2022-10-31,76.760002,77.169998,76.320000,76.820000,74.857086,2683900
2022-11-01,76.410004,76.800003,75.919998,75.989998,74.048286,2580800
2022-11-02,75.900002,76.839996,75.400002,75.820000,73.882637,3112300
2022-11-03,74.879997,75.379997,68.820000,69.510002,67.733871,8186100
2022-11-04,70.010002,70.769997,68.970001,69.860001,68.074921,3451400
2022-11-07,70.000000,71.309998,69.849998,71.290001,69.468384,1939200
2022-11-08,71.379997,72.220001,70.940002,71.419998,69.595062,1570500
2022-11-09,71.449997,72.669998,70.919998,71.000000,69.185791,1983000
2022-11-10,71.800003,72.199997,68.900002,71.019997,69.205284,3922300
2022-11-11,70.629997,70.650002,68.010002,68.980003,67.217415,4258900
2022-11-14,69.629997,70.739998,69.330002,69.360001,67.587708,2692500
2022-11-15,69.489998,69.489998,68.389999,69.349998,67.577957,1789100
2022-11-16,69.620003,70.830002,69.580002,70.379997,68.581635,1726700
2022-11-17,70.070000,70.620003,69.699997,70.029999,68.240578,1749100
2022-11-18,70.400002,70.949997,70.059998,70.610001,68.805763,2003900
2022-11-21,70.730003,71.900002,70.379997,71.809998,69.975098,2200500
2022-11-22,72.000000,72.339996,71.559998,72.029999,70.189476,1991000
2022-11-23,72.199997,72.559998,71.720001,72.510002,70.657211,1526200
2022-11-25,72.839996,72.900002,72.459999,72.800003,70.939796,1045000
2022-11-28,72.709999,73.419998,72.599998,72.720001,70.861847,1621700
2022-11-29,72.430000,72.779999,71.940002,72.400002,70.550026,1657800
2022-11-30,71.800003,73.379997,71.349998,72.949997,71.670013,6901300
2022-12-01,73.120003,73.800003,72.610001,73.199997,71.915627,2270800
2022-12-02,73.029999,73.870003,72.910004,73.830002,72.534584,1417000
2022-12-05,73.120003,73.480003,72.680000,73.349998,72.063004,1391200
2022-12-06,73.349998,74.019997,72.519997,73.070000,71.787910,1412600
2022-12-07,73.449997,74.080002,73.209999,73.889999,72.593521,1983700
2022-12-08,73.750000,73.959999,72.879997,73.459999,72.171074,1685200
2022-12-09,73.449997,73.610001,72.180000,72.339996,71.070724,2534500
2022-12-12,73.059998,74.070000,72.599998,74.040001,72.740891,1877500
2022-12-13,74.160004,74.720001,72.830002,73.660004,72.367561,2068100
2022-12-14,73.589996,74.269997,73.220001,73.720001,72.426514,1629300
2022-12-15,73.410004,73.510002,72.059998,72.510002,71.237740,2187500
2022-12-16,71.949997,72.080002,70.709999,71.290001,70.039146,4591900
2022-12-19,71.320000,72.339996,71.129997,71.510002,70.255287,2208300
2022-12-20,71.190002,71.650002,70.099998,70.980003,69.734581,1958200
2022-12-21,71.209999,72.199997,70.949997,71.809998,70.550018,1173600
2022-12-22,71.730003,71.889999,71.150002,71.669998,70.412476,1241700
2022-12-23,71.690002,72.190002,71.589996,72.180000,70.913528,920000
2022-12-27,72.330002,72.750000,72.169998,72.669998,71.394936,1112000
2022-12-28,72.849998,73.059998,71.669998,71.720001,70.461601,1057100
2022-12-29,71.820000,71.849998,71.230003,71.470001,70.215988,1209100
2022-12-30,71.519997,71.660004,70.629997,71.239998,69.990021,1244200
2023-01-03,71.080002,71.309998,70.519997,71.269997,70.019493,1856600
2023-01-04,71.269997,71.720001,70.529999,70.730003,69.488976,2033000
2023-01-05,70.860001,71.120003,69.900002,70.660004,69.420204,3246500
2023-01-06,71.290001,72.559998,71.290001,72.449997,71.178795,2351800
2023-01-09,72.349998,72.669998,71.260002,71.379997,70.127563,2477600
2023-01-10,71.690002,71.830002,70.470001,70.750000,69.508621,1752800
2023-01-11,70.949997,71.360001,70.190002,70.820000,69.577393,1744200
2023-01-12,70.970001,71.089996,70.120003,70.239998,69.007568,1641600
2023-01-13,70.000000,70.440002,69.940002,70.000000,68.771782,1458000
2023-01-17,70.050003,70.250000,69.449997,69.720001,68.496696,1946000
2023-01-18,69.519997,69.620003,67.190002,67.330002,66.148628,3235400
2023-01-19,67.510002,67.879997,67.260002,67.309998,66.128975,1872800
2023-01-20,67.440002,67.650002,66.680000,67.500000,66.315643,2280600
2023-01-23,67.570000,68.199997,67.150002,67.290001,66.109329,2238700
2023-01-24,67.760002,67.900002,66.779999,67.669998,66.482658,1601600
2023-01-25,67.669998,68.430000,67.339996,68.019997,66.826515,1765900
2023-01-26,67.839996,67.839996,67.250000,67.519997,66.335289,1450400
2023-01-27,67.419998,67.730003,66.980003,67.599998,66.413887,1649100
2023-01-30,67.820000,68.599998,67.769997,68.089996,66.895287,1560400
2023-01-31,68.290001,68.589996,67.489998,68.580002,67.376701,2371600
2023-02-01,68.389999,68.669998,67.959999,68.260002,67.062309,2079900
2023-02-02,67.519997,67.860001,67.080002,67.629997,66.443359,2537400
2023-02-03,67.830002,67.980003,66.449997,67.610001,66.423714,2493100
2023-02-06,67.720001,69.050003,67.239998,69.010002,67.799149,2839700
2023-02-07,68.410004,68.599998,67.449997,68.000000,66.806870,2080100
2023-02-08,67.690002,67.790001,66.989998,67.199997,66.020905,2976200
2023-02-09,67.980003,69.180000,66.690002,67.129997,65.952133,3147300
2023-02-10,67.470001,68.029999,67.180000,67.690002,66.502312,2432400
2023-02-13,67.709999,68.419998,67.129997,68.379997,67.180206,2089700
2023-02-14,68.419998,68.430000,67.160004,67.199997,66.020905,2020100
2023-02-15,67.230003,67.400002,66.650002,67.180000,66.001259,2805500
2023-02-16,66.970001,67.139999,66.519997,66.839996,65.667221,2274300
2023-02-17,66.959999,68.459999,66.800003,68.379997,67.180206,2273000
2023-02-21,68.410004,69.199997,68.059998,68.910004,67.700912,2936900
2023-02-22,69.150002,69.470001,67.940002,68.199997,67.003357,2040800
2023-02-23,68.470001,68.599998,67.940002,68.209999,67.013184,1525300
2023-02-24,68.220001,68.220001,67.470001,67.680000,66.492493,1535300
2023-02-27,67.790001,68.129997,67.169998,67.510002,66.325470,1989400
2023-02-28,66.830002,66.989998,65.849998,65.940002,65.354179,3451000
2023-03-01,65.690002,65.790001,64.550003,65.260002,64.680222,1848900
2023-03-02,65.370003,65.809998,65.099998,65.620003,65.037025,2205700
2023-03-03,65.449997,65.599998,64.849998,65.339996,64.759506,1954100
2023-03-06,65.230003,65.419998,64.919998,65.099998,64.521637,1795600
2023-03-07,65.250000,65.400002,64.199997,64.540001,63.966614,1605700
2023-03-08,64.860001,64.860001,64.180000,64.720001,64.145020,1615000
2023-03-09,65.010002,65.239998,63.930000,64.120003,63.550350,1688800
2023-03-10,64.180000,64.620003,63.740002,63.889999,63.322388,1824400
2023-03-13,64.110001,65.919998,64.110001,64.260002,63.689102,2726300
2023-03-14,64.580002,64.709999,63.959999,64.650002,64.075638,2250500
2023-03-15,64.570000,65.379997,64.129997,65.260002,64.680222,2283500
2023-03-16,65.419998,65.599998,64.320000,64.970001,64.392792,1953300
2023-03-17,65.000000,65.029999,63.889999,64.739998,64.164833,9460100
2023-03-20,64.839996,65.699997,64.839996,65.019997,64.442345,2549900
2023-03-21,65.110001,65.360001,64.540001,65.150002,64.571198,1554500
2023-03-22,65.230003,65.489998,64.470001,64.489998,63.917057,1657400
2023-03-23,64.410004,65.089996,64.400002,64.599998,64.026077,1909300
2023-03-24,64.879997,65.480003,64.620003,65.470001,64.888351,2071700
2023-03-27,66.040001,66.400002,65.699997,65.830002,65.245155,1516200
2023-03-28,65.940002,66.680000,65.639999,66.290001,65.701065,1515500
2023-03-29,66.430000,66.739998,66.139999,66.489998,65.899284,1621800
2023-03-30,66.449997,66.699997,66.279999,66.660004,66.067787,1466700
2023-03-31,67.000000,67.150002,66.620003,66.959999,66.365112,1933000
2023-04-03,67.129997,67.610001,66.739998,67.110001,66.513786,2465600
2023-04-04,67.199997,67.480003,66.889999,67.290001,66.692184,1504700
2023-04-05,67.599998,68.220001,67.290001,68.029999,67.425606,1864900
2023-04-06,68.309998,68.629997,67.680000,67.989998,67.385963,1559600
2023-04-10,67.769997,67.879997,67.209999,67.779999,67.177826,1351700
2023-04-11,67.779999,68.580002,67.610001,68.379997,67.772499,1892600
2023-04-12,68.099998,68.779999,67.970001,68.370003,67.762589,1517600
2023-04-13,68.070000,68.260002,67.629997,67.849998,67.247208,2069800
2023-04-14,67.620003,67.730003,66.720001,67.000000,66.404762,1558900
2023-04-17,67.180000,67.699997,67.120003,67.620003,67.019257,1132900
2023-04-18,67.440002,67.809998,67.330002,67.760002,67.158012,1348000
2023-04-19,68.019997,68.150002,67.230003,67.349998,66.751648,1251800
2023-04-20,67.470001,67.550003,66.879997,67.239998,66.642624,1490000
2023-04-21,67.769997,67.989998,67.010002,67.349998,66.751648,1198500
2023-04-24,67.459999,67.730003,67.209999,67.620003,67.019257,1678900
2023-04-25,67.800003,68.660004,67.730003,68.550003,67.940994,1776100
2023-04-26,68.059998,68.639999,67.959999,68.459999,67.851784,1606500
2023-04-27,68.360001,69.309998,68.230003,69.290001,68.674416,1254000
2023-04-28,69.360001,69.900002,69.120003,69.769997,69.150146,2403900
2023-05-01,69.989998,70.930000,69.889999,70.790001,70.161087,2901400
2023-05-02,70.580002,71.400002,69.919998,71.180000,70.547623,2421100
2023-05-03,71.489998,72.300003,70.860001,71.529999,70.894516,4090900
2023-05-04,70.989998,71.089996,68.889999,70.379997,69.754730,3719100
2023-05-05,70.820000,71.169998,70.169998,70.349998,69.724998,2698400
2023-05-08,69.989998,71.220001,69.639999,71.129997,70.498062,3149700
2023-05-09,71.139999,71.529999,70.449997,70.459999,69.834023,2896300
2023-05-10,70.400002,70.989998,70.139999,70.550003,69.923225,1929500
2023-05-11,70.699997,70.750000,69.750000,70.699997,70.071884,1531700
2023-05-12,70.730003,71.190002,70.330002,70.809998,70.180908,1519500
2023-05-15,70.800003,70.900002,69.860001,70.120003,69.497040,1754500
2023-05-16,70.120003,70.120003,69.169998,69.500000,68.882545,1806400
2023-05-17,69.589996,69.610001,68.220001,69.160004,68.545570,4157600
2023-05-18,68.889999,69.099998,68.489998,69.050003,68.436546,2054000
2023-05-19,69.080002,69.570000,68.830002,69.330002,68.714058,1729700
2023-05-22,69.449997,69.610001,68.230003,68.339996,67.732849,2083100
2023-05-23,68.309998,68.800003,67.760002,68.529999,67.921165,2125800
2023-05-24,68.720001,68.940002,68.220001,68.540001,67.931076,1766200
2023-05-25,68.099998,68.220001,67.540001,67.930000,67.326500,1635800
2023-05-26,67.760002,68.019997,67.320000,67.669998,67.068802,1817300
2023-05-30,67.389999,67.459999,66.330002,66.410004,65.820007,2492200
2023-05-31,66.019997,66.910004,65.839996,66.769997,66.769997,5341800
2023-06-01,66.870003,67.000000,65.879997,66.029999,66.029999,2365100
2023-06-02,65.790001,67.419998,65.720001,67.389999,67.389999,2422400
2023-06-05,67.389999,68.180000,67.260002,67.500000,67.500000,1773200
2023-06-06,67.660004,67.910004,66.110001,66.830002,66.830002,2411000
2023-06-07,65.440002,66.610001,64.260002,66.379997,66.379997,3263000
2023-06-08,66.360001,66.690002,65.940002,66.570000,66.570000,3155200
2023-06-09,66.540001,67.449997,66.430000,67.160004,67.160004,1958600
2023-06-12,67.260002,67.300003,65.000000,65.400002,65.400002,4936800
2023-06-13,65.000000,65.669998,64.599998,65.580002,65.580002,2115300
2023-06-14,65.760002,66.290001,65.519997,66.139999,66.139999,1621700
2023-06-15,66.040001,66.650002,65.629997,65.940002,65.940002,2655700
2023-06-16,65.669998,66.349998,65.669998,66.290001,66.290001,3915500
2023-06-20,66.309998,66.330002,65.550003,65.559998,65.559998,2083700
2023-06-21,65.580002,65.809998,64.980003,65.239998,65.239998,3047200
2023-06-22,65.720001,65.849998,65.379997,65.550003,65.550003,3262200
2023-06-23,65.919998,66.110001,65.110001,65.160004,65.160004,4664100
2023-06-26,65.000000,65.629997,64.180000,65.599998,65.599998,2153300
2023-06-27,68.099998,68.400002,66.599998,66.699997,66.699997,3682100
2023-06-28,65.449997,65.639999,64.360001,65.550003,65.550003,4803500
2023-06-29,65.349998,66.849998,65.110001,66.820000,66.820000,2974100
2023-06-30,66.949997,67.610001,66.830002,67.400002,67.400002,2345100
2023-07-03,67.190002,68.550003,66.919998,68.550003,68.550003,1387100
2023-07-05,68.309998,68.690002,67.949997,68.400002,68.400002,2064800
